,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
<http://prop.org/Ws>,-0.7244404,2.698879,0.31069613,-1.6780461,-0.45183653,-0.874752,-2.7300181,-0.5345248,0.0039498056,1.017512,-2.8304234,-2.691328,-1.1137584,0.7155248,3.0989003,-1.2188246,2.0451703,0.12755494,1.533199,0.46666324,0.3275397,1.3943498,-2.2013452,-1.3533238,1.0158434,1.4492786,1.342179,-0.83388746,-2.1701148,-0.5258618,-3.3053205,2.4567149
<http://prop.org/ds>,1.5372232,2.2226253,-1.6466255,-1.3680967,-0.59695303,0.5509708,2.223714,0.8498249,0.5664835,1.2264736,0.26125884,-1.6062682,-0.48060766,2.5026622,0.1476657,-1.6556073,-2.3130233,2.4638176,1.533205,2.3554502,1.4240841,0.9562512,-1.8826973,-1.1859462,1.1638626,1.1773403,2.6090314,1.21274,-1.7273159,-3.874581,-0.24230401,1.8364826
<http://prop.org/Kd>,0.44656467,0.12760787,1.0663648,2.0708182,0.2769318,-1.6830391,-0.45430252,1.959588,0.81740975,0.23793238,-0.39497015,2.2245984,-0.43164054,-1.9814745,0.7902917,-1.9076295,-0.034222923,0.47320902,-0.5177819,0.6968632,3.5930345,3.9831758,0.30251577,-0.6944921,-1.6249927,-1.8950788,2.5576947,0.1620537,-0.96944875,-2.9830477,-3.1789505,2.914051
<http://prop.org/VS>,-0.92297906,0.6454323,0.6092613,-2.3729146,-1.6792201,0.5704335,1.3456541,0.752592,-1.1753317,0.49122623,-1.464214,-0.451138,-0.1163669,-0.8340936,1.823481,2.416956,-1.0897571,1.876333,2.5727713,1.209726,2.146201,1.4560063,0.921537,-3.1330287,-0.36545372,-1.5498818,2.3066394,-1.1866177,-0.6843268,0.7966962,-3.5975673,0.9649795
<http://prop.org/Qt>,-0.86298656,-0.46677873,0.3944855,0.97706586,0.49343845,0.39490023,-0.6171467,-0.36110118,-2.190404,2.6700115,-0.5511701,1.7587743,-1.0505086,0.2947211,1.4926454,0.94794726,1.1649524,0.44459942,-0.0734305,-1.2088976,-1.8015931,-1.426758,-1.2624323,-3.5935307,-0.20643115,-0.038191866,1.668655,1.5431578,-2.9969518,-3.197035,-2.4152832,2.755598
<http://prop.org/pI>,-0.69414306,2.2639089,-0.2630973,-2.0122569,0.5943609,-1.4375492,1.2001026,-0.17947301,2.2686656,1.4033251,1.0046846,-2.9605064,-4.8960814,2.2059526,-1.398567,-2.0735216,1.3814605,2.5637214,-1.2412564,2.0307615,1.9272059,3.0358562,-1.7835261,-1.3648599,1.5557909,-0.056229934,-0.076424435,-2.819211,-0.44486138,-2.2165492,-1.1644279,1.0414257
<http://prop.org/zv>,-1.3957312,1.6884673,0.21404095,-1.8370457,0.75494814,-1.842352,1.1656824,2.2577412,0.8142937,-0.043357953,1.0935575,-0.48756617,-2.0181541,-0.10879797,1.1186241,-1.9657761,2.0131698,-0.3322348,-1.2660663,2.7038774,-0.22273861,-1.3858273,-0.30899483,-2.0094228,2.960927,-3.4201176,2.874813,-0.7086998,-0.7093078,-0.8764252,-1.3635628,1.5951037
<http://prop.org/oy>,0.06948177,1.9628747,0.8403642,2.8560996,-0.9716465,-0.66387033,-0.8186858,-0.42736462,1.7599293,3.787599,1.2474583,-0.91860074,-1.8823667,1.9657292,2.069953,-2.3343086,-1.1776123,-1.0696083,-0.5358423,-0.4253439,3.1246104,-0.31739935,-0.02400358,-2.6906354,1.6666608,-0.2738668,0.78128403,1.0306697,-1.1746616,-1.9113207,-0.3872042,3.079716
<http://prop.org/ZY>,-1.4403595,-0.01122152,-0.31078684,0.4875101,-0.79137737,-0.07865412,-1.5944592,-0.34124446,-2.4839928,3.1180015,0.3743175,0.95165884,-1.2649325,-0.16353695,1.1202433,0.14100812,0.6186757,-0.036175456,-0.24588904,-0.8399846,-1.8969845,-1.2659909,-1.4250811,-3.731743,-0.13412917,-0.5189977,1.3433626,1.1152494,-2.6574302,-3.478779,-2.5558217,2.2594295
<http://prop.org/Gn>,-2.2449443,-0.065485485,2.1337733,1.1232243,-2.6467226,2.293641,2.0988371,0.31544784,-1.7945337,-0.28807873,-2.5000772,-0.7554698,-1.6145414,0.500572,0.9965408,0.22463271,0.2739027,2.1706202,-1.6489788,2.140326,2.524033,0.20492074,0.18519448,-2.5192933,0.27959934,0.6937695,-0.68399787,-1.4208262,-0.18909618,-2.4813108,-0.24558973,3.752494
<http://prop.org/ZS>,0.38422257,0.059207436,-2.9181175,0.39669544,-0.55244863,-1.8208499,-0.48647958,0.97890806,0.17236814,1.2059405,-1.2038561,1.685364,-0.9014944,1.8564397,-0.29462492,-1.3241335,2.5975955,-1.9047343,-0.051277813,-0.41483247,2.18964,0.89382505,-2.9053144,-0.1439745,2.2581265,0.10944636,-0.5196366,-2.3632367,0.5395746,-0.93825907,-4.7533317,0.38137713
