,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
<http://prop.org/Ox>,0.16324726,1.5501547,0.40119106,0.30028892,0.11686475,0.6419743,-1.304889,2.9066255,-3.0392847,0.76804537,2.2550473,1.5418789,-2.0790322,0.32458112,2.0870261,-0.7678304,-0.21885158,1.7943887,0.36911553,-1.1932045,-0.772039,-1.6340446,0.60468465,-0.6547995,2.2029178,3.0579827,1.0321599,-1.0358956,3.0803454,-1.0754151,1.429752,-0.2630474
<http://prop.org/Uf>,-0.67312086,0.6459521,0.12903647,-2.7221467,-2.5149,1.0526593,0.9227424,-2.558,1.2928039,1.4026855,-3.4247973,-2.52051,3.2648692,2.3566961,-3.1958401,-1.3745372,3.0155678,1.7772944,-2.5210977,0.005302835,3.9225569,0.7959582,-2.3366218,-1.2914543,-1.3037804,-0.39092663,0.14984083,0.8316927,1.5090292,-1.9337087,-0.7661837,2.5224707
<http://prop.org/At>,1.2855777,2.3074458,0.7277382,1.9045238,1.581561,1.9794258,-1.1353014,-1.2488861,1.4659863,1.0623734,0.0103617655,-1.3112508,0.77099234,-2.5536544,-0.9411605,3.4680486,-0.60082215,-1.2199345,0.660208,-2.3654947,-0.10003326,-0.49069268,-2.3003902,-1.0863832,-1.8176391,-0.7403685,1.2882873,1.0647395,0.8682504,-1.6074609,-0.29191825,0.19224398
<http://prop.org/ty>,0.45443708,2.7392445,0.24930556,3.5858076,0.95277333,0.9421267,0.6987566,-3.5677204,-1.0305128,1.2842333,2.1219723,1.4623336,0.33546638,0.67755866,-2.4084272,-1.8841928,0.24896967,-1.0840765,-0.21707332,-2.687576,2.2287822,-1.4564484,-1.765463,-0.06841575,0.12750238,-3.2843242,0.05332854,-0.5673525,0.7637048,0.0073865596,0.26474434,0.047936734
<http://prop.org/WD>,0.73119205,0.9875096,1.9019474,-1.160101,-1.0491658,0.18999189,-0.75128144,-0.22650929,-0.34435543,1.2698004,-2.3342445,1.8075482,-0.38210583,0.99251467,-0.10388071,-2.8949502,-2.8110867,3.56225,-0.24857832,-1.4627688,-2.3967824,0.7578978,0.8004514,1.3119667,0.047657818,-1.861858,2.0158856,-2.0366116,0.5798358,1.215968,-1.116773,-1.8284746
<http://prop.org/Bn>,0.19843674,1.4568843,-0.80988973,2.778819,0.6866485,0.9398801,0.18758011,-0.48273355,2.059083,1.3770515,-3.3642166,2.651988,3.3789065,0.6937742,-1.0542969,-4.2772336,3.2033362,1.0446483,1.177717,-1.3995596,-1.4955155,1.5930831,0.1891378,0.35797775,0.8868099,-1.6131225,-0.6370794,-2.2384322,-2.3128703,-0.63137484,-3.3305933,1.8042268
<http://prop.org/tC>,0.4699196,-0.0052022296,0.9247228,-4.1588197,2.64256,-1.9793595,-2.4731658,-0.40808713,-0.25387377,-0.898793,-0.82189494,-0.02026683,1.0816345,-1.2734212,-0.8927297,0.7201265,0.3259258,-2.9656103,1.5452697,-0.8949423,-1.6690282,-0.02228571,2.8042092,0.53410923,1.5618081,-0.24621591,-0.74556756,-1.7263217,-1.714349,-0.08713027,-2.623395,-1.4221562
<http://prop.org/vN>,-2.8607366,-1.7571368,3.8250647,1.0452206,0.81719863,-1.466487,0.030501591,0.00071523775,1.5047042,1.1949538,-0.14894022,-1.8664708,0.25908142,-1.5818759,1.1143934,-3.8691542,0.6787324,-1.6420449,-0.110468075,-0.5838919,1.1076032,-0.0025899045,-0.9170548,-1.9058281,-2.95424,0.4173328,0.42416146,0.32088572,-0.74479806,-0.33754894,2.0321105,-2.089878
<http://prop.org/Vj>,-0.35141888,-1.6848261,2.5292916,-2.1100433,1.8064767,0.32595593,-1.9917202,-1.8807284,1.1785939,-3.6221628,-0.34083566,-0.950053,0.14357415,-2.0337977,1.494104,-2.0155551,-0.41755345,-0.660781,-2.8537612,-0.00085181167,1.5170424,-0.73320186,1.109706,0.16818741,-1.2896509,2.4217286,-1.2794602,-0.33243543,2.209419,1.227749,-1.5552479,0.3436038
<http://prop.org/UL>,1.0498469,1.5490589,4.5505533,2.9190266,2.63557,-1.8047643,1.7200731,1.2411433,-1.8799663,0.90809417,-3.860547,1.846811,-0.696715,-0.978132,2.2715008,0.2001217,0.10952108,-0.063910455,1.4634366,0.62018883,2.0268557,-2.18781,-1.12705,0.2847158,-2.9961474,-0.2776897,1.6537184,-0.2192739,1.7050745,2.9403772,1.9368125,1.9990852
