,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
<■0■WXIveRrcITAcUEfyjKTXAfWaXBdXlIXx>,0.23858505,-0.82551175,0.36421314,0.28686172,0.744524,0.54077435,-0.39490646,0.21495193,-0.3575945,-0.7311733,0.07969981,0.11372025,1.0254189,0.20680457,-0.54047966,0.6964717,-0.20410797,-0.58200765,0.005698964,-0.5294368,-0.77245104,-0.64707404,0.8318542,1.2702909,-0.2973502,0.3716883,-0.5874357,0.45656705,0.41173643,1.2394236,1.5653241,-1.2431823
<■1■jOFgPQrNabGdKNiTcMFllYppAYMgdGFw>,1.4359295,0.80380005,-1.1867899,-0.33777672,0.15737052,0.95535594,1.4238105,0.5718961,-0.06501942,0.3401779,0.45533866,-0.9902635,0.86060274,1.7201462,-0.36327288,-0.42608002,-1.8512071,1.2197783,1.0153472,1.3953583,-0.07130734,0.13823695,-0.58782226,0.5073434,0.48837012,1.1004232,1.4248972,1.1585577,-0.76227224,-1.481252,1.5327235,-0.15051092
<■0■JxVqoHkUovPMXoxeVEypMwBWfzIZEDVM>,-1.1298817,-0.8999224,1.6890087,1.0438788,-1.2392665,1.9624567,1.0603602,0.26541507,-1.5054712,-0.8281804,-1.6022744,-0.33548954,-0.26365224,0.799173,0.13787913,1.0013254,0.03309869,1.3744143,-1.0043142,0.98103267,0.94054407,-0.44180024,1.1306583,-0.49036357,-0.39777642,0.9241496,-0.84402096,-0.44601247,0.32102284,-0.3222028,1.2546762,1.2040678
<■0■YGanbbptjtizbjdFmUkyxxbmileakSrb>,0.5343327,-0.049147464,0.17536445,-0.09642801,-1.2109127,-0.7177358,0.66016257,-1.1532663,-0.32443258,-0.5221102,-0.3518508,0.629093,0.34708026,-1.2247362,0.5111513,-1.2684594,-1.4048431,-1.0851973,-0.28510305,0.40652597,1.1747916,-0.7631432,0.3395916,-1.0913174,-0.05365572,-0.43204626,0.039201185,-0.18498805,1.9443072,0.9124127,1.2041266,-0.28648186
<■1■nupQKWLQCTlulpLIyWrBgdwBxVTDlGTx>,-0.40243962,-1.4784703,-0.43147612,0.68839103,-0.45774034,0.40991625,-0.23798949,-1.6897101,-0.09039767,-0.16747966,0.11286857,0.4063668,-0.05015451,1.6756427,-1.3823793,-0.8738594,0.47185168,1.3590693,1.5759416,1.7530866,1.1045077,0.23668775,-0.13622619,0.34521127,-0.64083195,0.07679836,-1.1363717,-1.3461628,-1.635099,2.0908825,-1.290708,0.41102386
<■0■WxhQJbhGYzDCCbExypeDcTcmvzuMetFs>,0.77535397,-0.7360996,1.0702046,1.6379466,1.0970731,-0.9017629,-0.81972957,1.3789567,0.31140038,-0.51146203,-0.27245876,1.6379602,0.82390517,-1.3895935,-0.0024129774,-0.36536142,-0.26638368,-0.12666455,-0.3206145,0.006556589,1.7582189,2.1493328,0.8070828,0.54385394,-1.7375343,-1.2809999,1.2469125,0.7126876,-0.024414811,-0.7007806,-0.7597647,0.7454375
<■1■OQAyhUfojCmXgHptEqRgFNzDjSJGGwxh>,-0.56318295,0.6091528,-0.7866258,0.73679876,-0.35133824,1.5227568,-0.76446116,-0.118756585,-0.526299,-0.3059955,-1.0450782,1.014477,0.7751973,-0.9116581,0.74445,-0.8266248,-0.47009778,0.6638629,1.1520329,-0.58738047,-1.1614509,-0.11137119,-1.2821157,-0.23693602,0.11244833,2.225448,0.08140722,-0.31267807,0.69444096,1.5534085,0.15842435,-0.3660502
<■1■BmPldeGyrTKtCfLqwLxGJPIhCJARszBN>,-0.12895504,1.2939612,-1.5514069,0.32582515,-1.1556016,1.2942295,1.1134356,0.27805445,-0.79699594,0.954347,0.3935711,0.08236421,0.29728517,-0.7545962,0.8218878,-0.862851,-0.3845848,-0.6851617,0.18775176,-1.6833786,0.428352,-0.20092703,-0.6239632,0.6452709,-0.3183465,-0.39584702,1.3458349,-0.51840216,-0.6624447,-0.16910844,1.408468,-0.67999625
<■0■AiegjUePKgOXXAUidbyFlwyCILHPtaoo>,-0.6440244,-0.91399544,0.03987389,0.6810135,0.07367408,0.4614184,-1.610691,-0.25988734,-2.0807195,1.4228742,0.67903656,0.44103318,0.0040744073,0.35938817,-0.18384379,0.74231815,0.29969168,-0.5301948,-0.24011236,-0.7674788,-2.0351946,-1.3383546,-0.15324683,-1.4291517,-0.7407864,0.042200852,0.1640599,1.0648437,-1.6573229,-1.3692503,-0.25929818,0.18511155
<■1■YGanbbptjtizbjdFmUkyxxbmileakSrb>,0.3538002,-0.1631863,0.30524516,-0.12813422,-1.5327034,-0.8161489,0.59831834,-0.91724813,-0.40943387,-0.16534723,-0.40668255,0.7767587,0.28236192,-1.136816,0.6526723,-1.2245795,-1.3243278,-1.1893843,-0.24906299,0.36710608,1.0841806,-0.7298765,0.44606385,-1.1314771,-0.40371385,-0.21377787,0.5083766,-0.277722,1.810642,0.9881705,1.1192757,0.06736829
<■1■VVvPjncQhxUaUKUHWRuWVTDajQoPxHac>,1.0886962,0.37178245,-1.1406652,0.46555457,-0.2557779,0.81479806,0.1510287,-1.1510055,1.1651742,1.1152737,0.22126903,0.8632306,-1.0466496,-0.6861409,0.46049032,0.33013126,0.652487,1.493636,0.12435529,0.49212086,-0.11966333,0.648056,-0.6820072,0.0865161,-0.072822936,0.21847072,-1.7575827,-0.16331647,1.0515784,-0.7076828,-0.30710167,-0.6801914
