,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
<■0■WXIveRrcITAcUEfyjKTXAfWaXBdXlIXx>,0.5011712,-1.319304,-0.20617977,0.5999844,0.9120162,0.73047245,-0.77022135,0.08087888,-0.38640627,-1.1091613,0.6044036,0.30156982,1.7108998,-0.25261924,-1.2885331,1.2126049,-0.5981662,-0.44459108,-0.011276035,-0.95400494,-1.608243,-0.96152794,1.1083025,2.5301814,-0.79006493,0.66403526,-1.2174546,0.928046,1.0292057,2.4790082,2.9547818,-2.52354
<■1■jOFgPQrNabGdKNiTcMFllYppAYMgdGFw>,1.586441,1.2364749,-1.6763085,-0.9728202,0.40139648,1.1979015,1.938486,0.92383224,0.072153516,0.32681897,0.73149574,-1.4806716,1.213781,2.6418777,-0.8148758,-0.70686287,-2.8796337,2.0555618,1.857016,1.545341,0.14101276,0.30453658,-0.9882759,0.8396395,0.61867905,1.8362612,1.9406161,2.0175061,-1.1039358,-2.1671212,1.987351,0.07005351
<■0■JxVqoHkUovPMXoxeVEypMwBWfzIZEDVM>,-1.9280897,-1.3235955,2.5931938,1.7403721,-1.7377372,2.7580192,1.7181822,0.58259296,-2.5357256,-1.5016445,-2.636361,-0.7414711,0.0021568018,0.48532635,-0.09288351,1.210134,-0.06739458,1.2614609,-1.9369305,1.6754392,1.1737216,-0.64444655,1.0818084,-0.8367332,-0.38751575,0.9552914,-1.5961226,-0.7467658,0.55332893,-0.8915006,2.1652596,2.0704238
<■0■YGanbbptjtizbjdFmUkyxxbmileakSrb>,-0.17936788,-0.07743859,0.94035083,-0.6873989,-1.828581,-0.89530027,1.0597,-1.9500669,-0.45539686,-0.34866923,-0.93871427,0.88965374,0.53208697,-1.6860833,0.43060452,-2.1213894,-2.8356888,-1.3336915,-0.42300367,0.8364575,2.0372992,-1.9508055,0.35191798,-1.515478,0.56006277,-0.41143355,0.4821606,-0.210356,2.8917503,1.9450082,1.4213841,-0.4094502
<■1■nupQKWLQCTlulpLIyWrBgdwBxVTDlGTx>,-1.0950459,-2.4465423,-0.80986404,1.3474655,-0.026575243,0.65539277,0.43717718,-2.9767094,-0.2444171,-0.39350778,0.050060987,0.38712028,-0.3509109,1.5837328,-1.6284355,-0.7865929,0.43667543,2.2469413,2.094138,2.8758247,1.5783088,-0.089025885,-0.14884552,0.7193033,-0.8349032,0.083154716,-1.6399863,-2.1512585,-2.1243677,3.1648881,-2.1785548,0.59195036
<■0■WxhQJbhGYzDCCbExypeDcTcmvzuMetFs>,0.76178867,-1.09529,1.0186255,2.7460196,1.5530618,-0.98698354,-1.0741873,2.133295,-0.0055815545,-0.92150843,-0.17569281,2.6173885,0.99835396,-2.0826058,-0.32195362,-0.9579778,-0.08190154,0.056537844,-0.79752165,-0.37193587,2.555187,3.5146132,1.2854829,0.84480566,-2.2849033,-0.912146,1.9799466,1.0374252,-0.5888817,-1.1979427,-1.2569548,1.1254214
<■1■OQAyhUfojCmXgHptEqRgFNzDjSJGGwxh>,-1.5812252,1.0144291,-1.2592313,1.5595543,-0.41098562,2.6788845,-1.3131953,-0.43658778,-1.2942945,-0.9131327,-1.2971087,2.5520601,1.060695,-1.2328359,0.7103098,-2.0878918,-1.165045,1.2587314,2.2624497,-0.8122847,-2.4395301,-0.23609975,-2.6358156,-0.6872381,1.1829796,2.9679391,0.2431039,-0.5631229,1.8139465,2.6821454,-0.002748484,-0.47733018
<■1■BmPldeGyrTKtCfLqwLxGJPIhCJARszBN>,-0.5573609,1.2483629,-2.193795,0.36353773,-1.5382645,1.8802739,0.94159484,0.37972924,-1.5427963,1.8537825,0.7376231,0.24233332,0.29899767,-1.2646081,1.0922544,-0.7279435,-0.23961629,-1.1161404,0.2702771,-2.5299127,-0.22212186,-1.1070844,-1.1018245,0.088528365,-0.67697746,-1.3108174,1.9292041,-0.259624,-0.96216524,-0.9850521,1.4502027,-0.73584855
<■0■AiegjUePKgOXXAUidbyFlwyCILHPtaoo>,-0.84471864,-0.9007326,-0.52871513,1.014765,0.06983116,0.9575774,-1.2303326,-0.15088363,-2.744255,2.159012,0.37745625,1.4510137,0.3994537,-0.30374914,0.53265685,1.0457548,0.2763916,-0.42835715,0.033463668,-2.2732599,-2.5724144,-2.0921881,-0.63164455,-1.4744225,-0.88339025,-0.052780163,1.0824854,1.7326617,-1.9999931,-1.392583,0.12718101,0.32037628
<■1■YGanbbptjtizbjdFmUkyxxbmileakSrb>,-0.17931882,-0.077407494,0.94044876,-0.68704087,-1.8288459,-0.89539623,1.052591,-1.949475,-0.45934686,-0.34781775,-0.9367031,0.8900107,0.53207237,-1.6864818,0.43105796,-2.1195824,-2.8343096,-1.3329333,-0.4238039,0.8350154,2.0362062,-1.9507556,0.35219687,-1.5135806,0.5596162,-0.41175348,0.48264483,-0.21117094,2.891345,1.9449056,1.4216076,-0.40811384
